method,eval_split,physical_perturbation_profile,actual,predicted,count,rate
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Galena,Galena,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Goethite,Goethite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Hematite,Hematite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Ilmenite,Ilmenite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Quartz,Quartz,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Rutile,Rutile,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Siderite,Siderite,4,1.0
LogisticMulticlassMain,stress_holdout,source_energy_scale_stress_low,Sphalerite,Sphalerite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Albite,Albite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Aragonite,Aragonite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Baryte,Baryte,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Calcite,Calcite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Chalcopyrite,Chalcopyrite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Galena,Galena,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Goethite,Goethite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Hematite,Hematite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Ilmenite,Ilmenite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Quartz,Quartz,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Rutile,Rutile,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Siderite,Siderite,4,1.0
LogisticMulticlassMain,validation,calibration_shift_validation_mid,Sphalerite,Sphalerite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Albite,Albite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Aragonite,Aragonite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Baryte,Baryte,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Calcite,Calcite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Chalcopyrite,Chalcopyrite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Galena,Galena,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Goethite,Goethite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Hematite,Hematite,2,0.5
LogisticMulticlassMain,validation,combined_validation_mid,Hematite,Ilmenite,2,0.5
LogisticMulticlassMain,validation,combined_validation_mid,Ilmenite,Ilmenite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Quartz,Quartz,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Rutile,Rutile,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Siderite,Siderite,4,1.0
LogisticMulticlassMain,validation,combined_validation_mid,Sphalerite,Sphalerite,4,1.0
LogisticMulticlassMain,validation,nominal,Albite,Albite,4,1.0
LogisticMulticlassMain,validation,nominal,Aragonite,Aragonite,4,1.0
LogisticMulticlassMain,validation,nominal,Baryte,Baryte,4,1.0
LogisticMulticlassMain,validation,nominal,Calcite,Calcite,4,1.0
LogisticMulticlassMain,validation,nominal,Chalcopyrite,Chalcopyrite,4,1.0
LogisticMulticlassMain,validation,nominal,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,validation,nominal,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,validation,nominal,Galena,Galena,4,1.0
LogisticMulticlassMain,validation,nominal,Goethite,Goethite,4,1.0
LogisticMulticlassMain,validation,nominal,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,validation,nominal,Hematite,Hematite,4,1.0
LogisticMulticlassMain,validation,nominal,Ilmenite,Ilmenite,4,1.0
LogisticMulticlassMain,validation,nominal,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,validation,nominal,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,validation,nominal,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,validation,nominal,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,validation,nominal,Quartz,Quartz,4,1.0
LogisticMulticlassMain,validation,nominal,Rutile,Rutile,4,1.0
LogisticMulticlassMain,validation,nominal,Siderite,Siderite,4,1.0
LogisticMulticlassMain,validation,nominal,Sphalerite,Sphalerite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Albite,Albite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Aragonite,Aragonite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Baryte,Baryte,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Calcite,Calcite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Chalcopyrite,Chalcopyrite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Galena,Galena,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Goethite,Goethite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Hematite,Hematite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Ilmenite,Hematite,1,0.25
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Ilmenite,Ilmenite,3,0.75
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Quartz,Quartz,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Rutile,Rutile,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Siderite,Siderite,4,1.0
LogisticMulticlassMain,validation,resolution_blur_validation_mid,Sphalerite,Sphalerite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Albite,Albite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Aragonite,Aragonite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Baryte,Baryte,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Calcite,Calcite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Chalcopyrite,Chalcopyrite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Dolomite,Dolomite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Fluorite,Fluorite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Galena,Galena,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Goethite,Goethite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Gypsum,Gypsum,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Hematite,Hematite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Ilmenite,Ilmenite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Magnesite,Magnesite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Magnetite,Magnetite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Orthoclase,Orthoclase,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Pyrite,Pyrite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Quartz,Quartz,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Rutile,Rutile,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Siderite,Siderite,4,1.0
LogisticMulticlassMain,validation,source_energy_scale_validation_mid,Sphalerite,Sphalerite,4,1.0
